user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,loan_status,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date
U06780,28,Female,Bachelor,Employed,Unemployed,5419,4695,416812,No,Personal,0,0,0,0,0,771,6,Asia,1/1/2022
U06781,27,Female,Bachelor,Employed,Engineer,3645,3217,15159,No,Personal,0,0,0,0,0,686,0,North America,11/7/2024
U06782,25,Female,Bachelor,Employed,Doctor,5927,5207,635336,No,Personal,0,0,0,0,0,524,9,Other,11/5/2021
U06783,54,Male,Master,Unemployed,Accountant,5306,1715,20488,Yes,Car,82009,12,7673,22,1,751,0,Europe,11/1/2024
U06784,32,Female,Master,Employed,Teacher,5802,2519,472861,Yes,Business,62996,120,616,3,0,404,7,Europe,3/30/2025
U06785,39,Female,Master,Unemployed,Student,6106,3898,561464,No,Personal,0,0,0,0,0,376,8,North America,4/20/2025
U06786,63,Male,Bachelor,Unemployed,Unemployed,3041,1659,212124,No,Personal,0,0,0,0,0,652,6,Europe,10/13/2024
U06787,25,Female,PhD,Employed,Manager,985,677,39882,No,Personal,0,0,0,0,0,717,3,North America,7/21/2025
U06788,66,Male,High School,Employed,Engineer,1769,810,24146,No,Personal,0,0,0,0,0,499,1,Africa,12/17/2022
U06789,49,Female,Master,Unemployed,Teacher,1434,574,104357,Yes,Education,222407,12,19806,12,14,333,6,Europe,11/15/2024
U06790,42,Female,High School,Unemployed,Doctor,5380,2190,184208,No,Personal,0,0,0,0,0,300,3,Other,6/18/2025
U06791,45,Male,High School,Unemployed,Manager,3732,2226,275840,No,Personal,0,0,0,0,0,524,6,North America,7/10/2025
U06792,27,Female,Master,Employed,Student,4565,1569,537841,No,Personal,0,0,0,0,0,468,10,Other,1/26/2022
U06793,27,Male,High School,Employed,Salesperson,1249,712,63628,No,Personal,0,0,0,0,0,629,4,Africa,11/8/2024
U06794,45,Male,Master,Student,Salesperson,5417,2971,225173,No,Personal,0,0,0,0,0,770,3,Asia,5/3/2025
U06795,32,Male,High School,Employed,Salesperson,1604,1016,87996,Yes,Business,384888,240,3827,10,2,768,5,Europe,10/5/2022
U06796,19,Male,Bachelor,Student,Manager,4328,3626,430026,No,Personal,0,0,0,0,0,460,8,Other,4/4/2023
U06797,34,Female,Bachelor,Employed,Driver,5879,1903,240217,Yes,Home,329829,12,29762,15,5,661,3,North America,4/25/2023
U06798,60,Female,Bachelor,Self-employed,Accountant,5607,3686,423238,Yes,Education,186946,240,1765,10,0,355,6,North America,3/7/2022
U06799,59,Female,Master,Self-employed,Engineer,6240,2746,291665,No,Personal,0,0,0,0,0,698,4,Africa,2/5/2023
U06800,28,Male,PhD,Self-employed,Manager,4104,1277,193473,No,Personal,0,0,0,0,0,599,4,Africa,2/14/2022
U06801,37,Male,High School,Employed,Manager,7501,6080,765988,No,Personal,0,0,0,0,0,535,9,North America,11/19/2021
U06802,18,Female,High School,Employed,Doctor,5290,3615,316316,No,Personal,0,0,0,0,0,708,5,Other,8/4/2024
U06803,63,Female,High School,Employed,Accountant,2434,1246,230698,Yes,Home,463196,240,10110,26,4,775,8,Other,7/11/2023
U06804,67,Male,Bachelor,Student,Unemployed,2525,1062,196178,No,Personal,0,0,0,0,0,602,6,Other,5/2/2024
U06805,57,Female,Master,Self-employed,Manager,3582,2143,410558,Yes,Education,337838,12,32877,30,9,441,10,Africa,3/28/2024
U06806,41,Female,High School,Employed,Unemployed,3824,1185,374104,No,Personal,0,0,0,0,0,562,8,Asia,8/29/2024
U06807,53,Female,High School,Employed,Accountant,4812,2451,398306,No,Personal,0,0,0,0,0,820,7,Other,6/23/2024
U06808,44,Female,PhD,Employed,Salesperson,3402,2827,184450,Yes,Home,219422,24,12100,29,4,711,5,Africa,8/18/2021
U06809,47,Male,High School,Unemployed,Doctor,3049,1813,290618,Yes,Home,201734,300,4685,28,2,565,8,Asia,7/23/2021
U06810,20,Female,Master,Employed,Salesperson,2387,1622,87400,No,Personal,0,0,0,0,0,725,3,Africa,5/26/2024
U06811,63,Female,Bachelor,Employed,Driver,2271,1039,240039,No,Personal,0,0,0,0,0,416,9,Asia,12/21/2024
U06812,23,Male,High School,Employed,Student,7495,5922,201873,Yes,Home,307019,240,2993,10,0,642,2,Europe,8/19/2024
U06813,66,Female,PhD,Employed,Student,4950,3089,434544,Yes,Home,68147,60,1487,11,0,802,7,Africa,3/5/2022
U06814,33,Other,Bachelor,Student,Manager,6907,2239,712824,Yes,Business,184893,36,6801,19,1,602,9,Other,4/9/2023
U06815,66,Other,Master,Self-employed,Student,4559,2576,199061,No,Personal,0,0,0,0,0,805,4,Europe,11/24/2024
U06816,58,Female,Bachelor,Employed,Doctor,4618,2198,158575,No,Personal,0,0,0,0,0,788,3,Europe,3/12/2022
U06817,21,Female,High School,Employed,Unemployed,5990,3035,462796,Yes,Home,281019,360,6991,30,1,798,6,Europe,1/20/2023
U06818,32,Male,Other,Self-employed,Engineer,2282,1829,189729,Yes,Business,337901,120,3916,7,2,484,7,Asia,8/23/2022
U06819,49,Male,Bachelor,Unemployed,Student,4420,3972,386421,Yes,Business,420879,60,8992,10,2,421,7,Africa,12/21/2024
U06820,40,Female,High School,Employed,Manager,4531,2719,303334,No,Personal,0,0,0,0,0,335,6,Europe,4/23/2025
U06821,59,Female,Bachelor,Employed,Unemployed,4239,1846,371604,Yes,Home,117127,36,4717,26,1,428,7,Europe,4/16/2022
U06822,56,Female,High School,Employed,Manager,4382,3376,13202,No,Personal,0,0,0,0,0,743,0,Africa,11/18/2024
U06823,69,Female,Master,Employed,Driver,2901,1048,21847,No,Personal,0,0,0,0,0,331,1,North America,1/17/2025
U06824,40,Female,Other,Self-employed,Unemployed,2303,1276,218742,No,Personal,0,0,0,0,0,735,8,Asia,1/25/2023
U06825,46,Male,High School,Unemployed,Teacher,5239,3476,575643,No,Personal,0,0,0,0,0,594,9,Asia,12/12/2024
U06826,54,Male,PhD,Self-employed,Student,1654,852,38857,No,Personal,0,0,0,0,0,682,2,North America,12/21/2024
U06827,19,Male,Master,Employed,Student,1342,700,88810,No,Personal,0,0,0,0,0,847,6,North America,8/30/2024
U06828,31,Male,Bachelor,Employed,Engineer,5012,3010,353642,Yes,Business,437013,300,4899,13,1,505,6,Africa,5/11/2023
U06829,22,Male,Bachelor,Employed,Accountant,2259,1884,221834,No,Personal,0,0,0,0,0,513,8,Europe,12/23/2021
U06830,30,Female,Bachelor,Employed,Accountant,5811,3217,458217,No,Personal,0,0,0,0,0,822,7,Other,8/29/2024
U06831,66,Male,High School,Employed,Unemployed,4062,1731,332138,No,Personal,0,0,0,0,0,385,7,North America,7/8/2025
U06832,37,Female,Bachelor,Unemployed,Student,5084,3066,608727,Yes,Business,437785,36,16663,22,3,325,10,Asia,11/6/2023
U06833,65,Male,Bachelor,Self-employed,Manager,1194,770,82385,No,Personal,0,0,0,0,0,692,6,Asia,2/20/2022
U06834,47,Female,High School,Employed,Student,9835,6615,1046728,No,Personal,0,0,0,0,0,530,9,Europe,1/26/2025
U06835,40,Female,Master,Unemployed,Student,2496,2216,69860,Yes,Home,414696,12,39007,23,16,727,2,Asia,11/5/2024
U06836,31,Female,Master,Self-employed,Accountant,4408,3133,363763,Yes,Education,137615,12,11980,8,3,355,7,Asia,7/26/2022
U06837,61,Other,High School,Employed,Driver,1658,1355,176257,No,Personal,0,0,0,0,0,612,9,Africa,12/20/2022
U06838,36,Male,Master,Unemployed,Doctor,4817,3796,96001,No,Personal,0,0,0,0,0,363,2,Other,7/20/2022
U06839,67,Male,Bachelor,Employed,Teacher,2359,797,183744,No,Personal,0,0,0,0,0,835,6,Europe,7/25/2024
U06840,68,Male,Master,Self-employed,Driver,1314,1119,9724,No,Personal,0,0,0,0,0,313,1,Asia,3/28/2022
U06841,29,Male,Master,Self-employed,Teacher,7633,5600,245676,No,Personal,0,0,0,0,0,374,3,North America,8/30/2021
U06842,69,Male,Bachelor,Employed,Manager,3116,2573,70806,Yes,Car,118712,300,1222,12,0,336,2,Europe,5/8/2024
U06843,56,Female,PhD,Employed,Student,500,163,32393,Yes,Education,135145,180,2933,25,6,657,5,Europe,2/12/2025
U06844,26,Male,Master,Student,Teacher,500,262,14904,No,Personal,0,0,0,0,0,499,2,Asia,9/26/2023
U06845,58,Female,Bachelor,Employed,Doctor,1838,782,80948,No,Personal,0,0,0,0,0,388,4,Africa,5/18/2024
U06846,52,Male,Bachelor,Employed,Student,6759,5960,253056,No,Personal,0,0,0,0,0,376,3,Other,11/28/2021
U06847,54,Other,Master,Employed,Unemployed,4512,2648,47445,Yes,Education,117939,24,6073,21,1,370,1,Asia,3/23/2025
U06848,58,Female,Master,Employed,Manager,6375,4504,236802,No,Personal,0,0,0,0,0,331,3,Other,11/16/2021
U06849,36,Female,Bachelor,Employed,Salesperson,3239,2596,310131,Yes,Home,332326,300,7207,26,2,745,8,Europe,1/27/2022
U06850,53,Female,Master,Employed,Salesperson,6598,5888,696768,Yes,Home,112314,12,9825,9,1,850,9,Europe,8/27/2021
U06851,18,Female,High School,Employed,Salesperson,4326,1668,89335,No,Personal,0,0,0,0,0,776,2,Europe,9/25/2024
U06852,30,Female,PhD,Employed,Student,6556,3437,179245,Yes,Education,447329,240,2627,4,0,476,2,Other,10/18/2022
U06853,67,Female,Bachelor,Employed,Teacher,6406,4495,91828,No,Personal,0,0,0,0,0,623,1,Asia,9/23/2023
U06854,59,Female,High School,Student,Driver,4532,2861,503640,Yes,Home,92062,120,1436,14,0,697,9,Africa,12/25/2024
U06855,55,Male,Bachelor,Employed,Driver,6949,3172,736586,Yes,Business,429361,24,19482,8,3,612,9,Asia,10/5/2023
U06856,58,Male,Bachelor,Employed,Salesperson,4011,2748,444577,Yes,Business,72662,24,3445,13,1,470,9,Africa,5/31/2023
U06857,27,Male,Bachelor,Employed,Doctor,5476,3648,21415,No,Personal,0,0,0,0,0,341,0,Other,3/12/2024
U06858,51,Female,Bachelor,Self-employed,Accountant,7986,3265,883380,No,Personal,0,0,0,0,0,750,9,Asia,7/8/2023
U06859,49,Female,Bachelor,Self-employed,Doctor,5857,4576,701782,No,Personal,0,0,0,0,0,594,10,Asia,7/9/2022
U06860,67,Female,High School,Unemployed,Accountant,3457,1815,95303,No,Personal,0,0,0,0,0,394,2,Europe,6/24/2025
U06861,68,Male,Master,Employed,Manager,2863,1801,277012,Yes,Home,36807,180,921,30,0,697,8,Europe,5/27/2023
U06862,63,Female,Bachelor,Employed,Doctor,3552,2986,49824,No,Personal,0,0,0,0,0,741,1,Other,4/10/2023
U06863,27,Male,Bachelor,Employed,Doctor,2184,1792,133185,Yes,Home,351607,120,4018,7,2,604,5,North America,7/27/2023
U06864,40,Other,Bachelor,Student,Unemployed,4144,2087,19302,Yes,Business,336287,24,14458,3,3,588,0,Asia,3/27/2023
U06865,54,Female,Bachelor,Self-employed,Student,734,600,45107,No,Personal,0,0,0,0,0,770,5,Other,11/22/2021
U06866,26,Female,Master,Employed,Teacher,4903,3131,464909,Yes,Business,88835,12,8159,18,2,460,8,Other,6/19/2025
U06867,36,Female,High School,Employed,Driver,2645,2356,197423,Yes,Business,108082,12,10141,22,4,324,6,Africa,1/7/2022
U06868,35,Male,Bachelor,Employed,Salesperson,6124,4733,394079,Yes,Education,104651,240,635,4,0,469,5,North America,12/30/2022
U06869,20,Female,High School,Student,Unemployed,5265,3219,473888,Yes,Car,114880,12,9947,7,2,825,8,Asia,3/8/2023
U06870,69,Female,High School,Self-employed,Student,5430,3837,21784,Yes,Car,22355,60,469,9,0,517,0,Other,7/22/2023
U06871,41,Female,High School,Student,Student,10071,5145,795214,No,Personal,0,0,0,0,0,704,7,Other,5/22/2025
U06872,60,Female,Bachelor,Employed,Manager,6894,2981,255360,No,Personal,0,0,0,0,0,437,3,Asia,9/21/2021
U06873,40,Male,Master,Employed,Salesperson,5897,3101,412112,No,Personal,0,0,0,0,0,734,6,Asia,5/27/2024
U06874,61,Other,Bachelor,Employed,Unemployed,6580,4101,595761,No,Personal,0,0,0,0,0,308,8,Africa,3/11/2023
U06875,19,Female,High School,Employed,Salesperson,2964,2629,204847,No,Personal,0,0,0,0,0,335,6,Africa,5/15/2022
U06876,48,Male,PhD,Student,Accountant,1986,1705,198693,No,Personal,0,0,0,0,0,656,8,North America,1/31/2023
U06877,23,Male,Master,Employed,Engineer,4171,2233,48631,No,Personal,0,0,0,0,0,721,1,Africa,10/21/2023
U06878,60,Male,Master,Employed,Accountant,2344,947,209742,No,Personal,0,0,0,0,0,578,7,Africa,9/20/2024
U06879,58,Female,Bachelor,Employed,Engineer,3800,3117,157735,No,Personal,0,0,0,0,0,547,3,Africa,3/14/2024
U06880,47,Other,Master,Self-employed,Student,3589,2956,163205,Yes,Car,471442,24,21350,8,6,540,4,Africa,11/27/2023
U06881,43,Female,Bachelor,Self-employed,Doctor,2113,1481,194868,No,Personal,0,0,0,0,0,813,8,Africa,12/15/2023
U06882,39,Male,Other,Employed,Manager,2731,2135,234012,No,Personal,0,0,0,0,0,701,7,Africa,6/29/2023
U06883,69,Female,High School,Self-employed,Doctor,5024,3571,377830,No,Personal,0,0,0,0,0,590,6,North America,12/24/2023
U06884,44,Male,Bachelor,Employed,Teacher,7232,3017,402031,No,Personal,0,0,0,0,0,834,5,Africa,3/22/2025
U06885,25,Female,Bachelor,Student,Salesperson,582,499,19733,Yes,Home,275345,360,6255,27,11,662,3,Africa,1/23/2023
U06886,49,Other,High School,Employed,Teacher,3169,1661,345807,Yes,Business,434060,180,6776,17,2,850,9,Europe,2/17/2025
U06887,34,Female,Bachelor,Unemployed,Unemployed,500,236,11051,Yes,Car,410050,36,15544,21,31,767,2,Asia,9/6/2024
U06888,67,Male,High School,Employed,Teacher,5667,2991,270938,No,Personal,0,0,0,0,0,457,4,Other,2/13/2023
U06889,41,Female,Bachelor,Self-employed,Manager,2543,814,31965,Yes,Home,383355,60,12175,29,5,777,1,Other,4/5/2025
U06890,56,Male,Other,Employed,Driver,1687,733,93396,Yes,Car,209110,120,2242,5,1,344,5,Europe,1/2/2025
U06891,57,Female,High School,Self-employed,Engineer,3175,1042,78386,No,Personal,0,0,0,0,0,740,2,Europe,10/19/2023
U06892,63,Female,Master,Employed,Salesperson,3018,2584,304561,No,Personal,0,0,0,0,0,664,8,Africa,11/22/2023
U06893,19,Male,Master,Employed,Student,7605,3367,165677,No,Personal,0,0,0,0,0,812,2,Other,6/9/2025
U06894,31,Male,Master,Employed,Salesperson,2768,1608,64913,No,Personal,0,0,0,0,0,318,2,North America,11/19/2024
U06895,27,Other,Master,Self-employed,Student,5653,3962,384480,No,Personal,0,0,0,0,0,581,6,Europe,1/8/2025
U06896,18,Male,Master,Student,Salesperson,500,179,26471,No,Personal,0,0,0,0,0,806,4,Europe,2/15/2022
U06897,67,Female,High School,Employed,Student,3130,1365,172219,No,Personal,0,0,0,0,0,782,5,Asia,11/30/2023
U06898,18,Female,Other,Unemployed,Teacher,4627,1459,274494,Yes,Home,355660,36,14564,27,3,413,5,Africa,6/5/2023
U06899,24,Male,Bachelor,Employed,Student,1639,1242,155554,Yes,Education,481783,180,11796,29,7,827,8,Africa,4/15/2022
U06900,46,Other,Bachelor,Employed,Driver,3659,2358,254509,Yes,Business,292975,240,2978,11,1,462,6,Other,9/15/2023
U06901,37,Male,Bachelor,Student,Driver,2762,1909,275566,No,Personal,0,0,0,0,0,475,8,North America,4/20/2022
U06902,69,Male,Master,Self-employed,Accountant,2693,1918,205554,No,Personal,0,0,0,0,0,516,6,Asia,4/20/2025
U06903,69,Female,Bachelor,Student,Engineer,2228,1482,29896,No,Personal,0,0,0,0,0,570,1,Africa,9/24/2023
U06904,61,Other,PhD,Employed,Accountant,5864,3832,542491,No,Personal,0,0,0,0,0,470,8,Europe,7/28/2024
U06905,22,Male,Master,Employed,Salesperson,4887,1535,563855,Yes,Home,427059,180,6908,18,1,328,10,North America,8/24/2022
U06906,26,Male,Master,Self-employed,Teacher,1339,492,133670,No,Personal,0,0,0,0,0,386,8,Other,9/29/2023
U06907,43,Female,Master,Student,Driver,1759,943,201396,Yes,Business,266839,60,6776,18,4,844,10,Africa,8/2/2021
U06908,32,Female,Master,Unemployed,Doctor,6081,3526,630733,No,Personal,0,0,0,0,0,652,9,Europe,11/7/2022
U06909,31,Female,Bachelor,Self-employed,Doctor,826,529,56312,Yes,Education,113971,60,2905,18,4,323,6,North America,6/20/2025
U06910,63,Male,Master,Employed,Unemployed,3880,3059,396726,Yes,Home,363208,24,17053,12,4,572,9,Asia,1/15/2023
U06911,47,Male,Bachelor,Employed,Driver,3695,3000,118665,No,Personal,0,0,0,0,0,326,3,Europe,7/23/2021
U06912,31,Male,Bachelor,Self-employed,Engineer,6021,3992,183467,No,Personal,0,0,0,0,0,574,3,Africa,9/5/2021
U06913,21,Female,Master,Employed,Student,6635,4941,565895,No,Personal,0,0,0,0,0,670,7,Africa,4/26/2025
U06914,40,Male,Master,Employed,Student,5141,3042,60366,No,Personal,0,0,0,0,0,503,1,Other,11/1/2024
U06915,55,Male,Bachelor,Self-employed,Driver,3894,3175,217895,No,Personal,0,0,0,0,0,399,5,Other,10/2/2023
U06916,35,Female,Master,Employed,Accountant,3998,2401,340351,No,Personal,0,0,0,0,0,842,7,Europe,3/15/2024
U06917,53,Female,Master,Student,Salesperson,4865,2934,18394,No,Personal,0,0,0,0,0,325,0,Asia,9/27/2021
U06918,39,Female,Bachelor,Employed,Salesperson,4665,2674,541828,No,Personal,0,0,0,0,0,618,10,Asia,8/16/2022
U06919,67,Female,PhD,Employed,Driver,2499,2043,262606,No,Personal,0,0,0,0,0,677,9,Asia,7/7/2025
U06920,28,Female,High School,Employed,Student,3906,2171,67103,Yes,Business,441042,240,5762,15,1,807,1,North America,7/23/2024
U06921,35,Male,High School,Employed,Manager,4031,3581,213604,Yes,Education,377808,24,20019,24,5,302,4,Europe,9/7/2021
U06922,23,Male,Master,Student,Engineer,3925,3000,141036,Yes,Business,162022,300,2680,20,1,768,3,Europe,5/4/2025
U06923,66,Male,Bachelor,Unemployed,Manager,601,442,23073,Yes,Home,214621,360,1578,8,3,806,3,Asia,5/6/2024
U06924,62,Female,Master,Employed,Driver,3927,1996,18621,No,Personal,0,0,0,0,0,379,0,North America,5/13/2022
U06925,22,Female,Bachelor,Self-employed,Student,1342,1181,123846,Yes,Car,166287,60,3594,11,3,733,8,Europe,12/27/2021
U06926,52,Female,High School,Employed,Manager,2405,1166,195738,No,Personal,0,0,0,0,0,378,7,Other,8/21/2024
U06927,32,Male,High School,Employed,Driver,8166,6123,537442,No,Personal,0,0,0,0,0,716,5,Other,10/6/2021
U06928,34,Male,High School,Unemployed,Engineer,4900,3702,247562,No,Personal,0,0,0,0,0,575,4,North America,4/12/2024
U06929,69,Male,Bachelor,Employed,Accountant,6061,4380,426974,Yes,Education,466488,180,9857,25,2,379,6,North America,3/30/2025
U06930,37,Male,Bachelor,Unemployed,Driver,8671,2888,418180,Yes,Home,468885,300,9233,24,1,626,4,Europe,6/15/2024
U06931,22,Female,Bachelor,Unemployed,Student,2430,1267,63085,No,Personal,0,0,0,0,0,527,2,North America,6/28/2023
U06932,18,Female,Bachelor,Employed,Student,3267,1543,157061,No,Personal,0,0,0,0,0,848,4,Africa,3/2/2022
U06933,31,Male,Bachelor,Student,Teacher,5527,3867,349133,Yes,Education,406883,12,39494,29,7,727,5,Europe,5/3/2025
U06934,68,Other,Master,Employed,Doctor,5474,3166,106780,Yes,Home,497388,120,12593,29,2,839,2,Asia,3/9/2023
U06935,23,Male,Bachelor,Unemployed,Student,2791,1029,68109,No,Personal,0,0,0,0,0,528,2,North America,9/1/2022
U06936,26,Female,Other,Self-employed,Accountant,3983,1796,274979,No,Personal,0,0,0,0,0,420,6,Asia,7/30/2022
U06937,19,Female,Bachelor,Self-employed,Salesperson,2098,757,216126,No,Personal,0,0,0,0,0,488,9,Europe,7/8/2024
U06938,18,Male,Master,Employed,Doctor,8753,3907,279281,No,Personal,0,0,0,0,0,381,3,North America,4/1/2024
U06939,53,Male,Bachelor,Employed,Manager,2897,1860,89307,Yes,Business,12872,120,182,12,0,425,3,Africa,8/6/2022
U06940,22,Male,High School,Self-employed,Doctor,2336,1971,187921,Yes,Car,52979,60,1181,12,1,494,7,Other,8/4/2024
U06941,63,Female,Other,Self-employed,Engineer,5253,3290,420265,No,Personal,0,0,0,0,0,720,7,Asia,8/21/2021
U06942,45,Female,High School,Employed,Manager,4155,3306,113098,Yes,Car,22316,300,487,26,0,656,2,Africa,5/27/2025
U06943,56,Male,Bachelor,Employed,Unemployed,2772,1452,140488,Yes,Car,249487,300,2292,10,1,730,4,North America,9/5/2023
U06944,28,Male,High School,Student,Doctor,5715,2332,643805,No,Personal,0,0,0,0,0,446,9,Africa,1/10/2025
U06945,30,Male,Bachelor,Unemployed,Engineer,4226,1461,314852,Yes,Business,276386,60,5698,9,1,837,6,Europe,8/22/2023
U06946,53,Male,High School,Employed,Salesperson,8977,3723,877444,No,Personal,0,0,0,0,0,342,8,Asia,11/12/2022
U06947,68,Male,High School,Self-employed,Salesperson,5579,3274,541513,No,Personal,0,0,0,0,0,414,8,Asia,4/3/2023
U06948,26,Male,Master,Self-employed,Accountant,3891,2464,285217,No,Personal,0,0,0,0,0,425,6,Africa,5/29/2022
U06949,26,Female,High School,Employed,Salesperson,5223,3700,276490,Yes,Home,215002,24,11249,23,2,609,4,Other,9/12/2021
U06950,28,Male,Bachelor,Employed,Engineer,3020,2650,59541,No,Personal,0,0,0,0,0,802,2,Other,1/11/2023
U06951,24,Female,Master,Student,Salesperson,2830,968,210050,No,Personal,0,0,0,0,0,400,6,Europe,4/19/2024
U06952,36,Female,Bachelor,Unemployed,Accountant,1094,331,26646,No,Personal,0,0,0,0,0,535,2,Asia,9/15/2022
U06953,49,Male,Bachelor,Self-employed,Doctor,6376,3771,670743,Yes,Business,133810,240,2326,21,0,360,9,Asia,12/23/2024
U06954,40,Male,PhD,Employed,Doctor,3766,3050,358675,Yes,Business,335190,120,4765,12,1,502,8,North America,8/19/2024
U06955,29,Male,Bachelor,Student,Student,5356,3234,511783,No,Personal,0,0,0,0,0,318,8,Asia,12/31/2023
U06956,37,Other,Bachelor,Employed,Student,7873,5521,559534,Yes,Home,23861,120,234,3,0,795,6,Africa,8/27/2024
U06957,49,Male,High School,Employed,Unemployed,4607,3178,256108,Yes,Business,419789,240,7393,21,2,620,5,North America,11/8/2023
U06958,62,Male,Bachelor,Self-employed,Driver,1295,974,145255,No,Personal,0,0,0,0,0,563,9,Europe,9/4/2021
U06959,51,Female,Master,Self-employed,Accountant,5051,2980,135190,No,Personal,0,0,0,0,0,401,2,North America,7/5/2024
U06960,67,Female,Master,Unemployed,Unemployed,3595,2961,15541,No,Personal,0,0,0,0,0,647,0,Asia,1/9/2022
U06961,23,Female,PhD,Self-employed,Engineer,5293,2242,585239,Yes,Home,39970,24,1898,13,0,454,9,Europe,3/5/2023
U06962,30,Male,Bachelor,Self-employed,Salesperson,4469,3916,306985,No,Personal,0,0,0,0,0,541,6,North America,10/24/2023
U06963,32,Female,Master,Employed,Accountant,500,357,11683,No,Personal,0,0,0,0,0,324,2,Asia,9/27/2023
U06964,56,Male,Master,Employed,Manager,2626,1764,313826,No,Personal,0,0,0,0,0,602,10,North America,5/10/2025
U06965,56,Male,Master,Self-employed,Driver,4511,2854,263182,No,Personal,0,0,0,0,0,329,5,North America,10/22/2021
U06966,49,Male,High School,Employed,Engineer,5173,3651,34639,Yes,Business,453855,120,7753,17,2,822,1,Africa,4/3/2024
U06967,40,Male,Master,Employed,Driver,3069,941,84499,No,Personal,0,0,0,0,0,361,2,Asia,2/7/2023
U06968,46,Female,Bachelor,Employed,Engineer,6033,3157,574122,Yes,Home,106212,36,4471,29,1,331,8,Asia,12/5/2022
U06969,50,Female,High School,Unemployed,Unemployed,6159,3933,340673,No,Personal,0,0,0,0,0,467,5,Asia,1/20/2023
U06970,37,Female,Master,Employed,Salesperson,500,399,19457,No,Personal,0,0,0,0,0,626,3,North America,9/14/2024
U06971,30,Male,Bachelor,Student,Unemployed,1352,643,87436,Yes,Home,412305,180,6142,16,5,479,5,Europe,4/9/2024
U06972,39,Female,High School,Employed,Accountant,2163,1709,232908,Yes,Education,158811,180,2955,21,1,378,9,Africa,10/31/2024
U06973,20,Other,Bachelor,Self-employed,Engineer,3130,1017,86434,Yes,Education,272142,180,1956,4,1,760,2,Europe,1/18/2022
U06974,20,Male,Master,Employed,Salesperson,6114,5038,690225,Yes,Business,253117,300,6019,29,1,427,9,Europe,3/27/2025
U06975,30,Male,Bachelor,Student,Unemployed,2819,1837,63586,No,Personal,0,0,0,0,0,824,2,Africa,12/20/2023
U06976,62,Male,Master,Employed,Unemployed,4319,2149,376272,No,Personal,0,0,0,0,0,733,7,Africa,3/13/2023
U06977,50,Female,Master,Student,Salesperson,3707,2724,374459,No,Personal,0,0,0,0,0,827,8,North America,7/20/2025
U06978,58,Female,High School,Employed,Accountant,3110,1488,227093,No,Personal,0,0,0,0,0,583,6,Europe,7/18/2025
U06979,23,Female,PhD,Employed,Doctor,4635,2520,457293,No,Personal,0,0,0,0,0,697,8,Africa,8/12/2022
U06980,24,Male,Bachelor,Student,Unemployed,6921,5964,254216,Yes,Education,439869,360,6493,18,1,697,3,Europe,5/7/2025
U06981,41,Female,Master,Employed,Engineer,3165,1171,78893,No,Personal,0,0,0,0,0,721,2,Europe,7/15/2025
U06982,63,Male,High School,Self-employed,Accountant,4455,1738,276598,Yes,Business,72480,24,3647,19,1,616,5,North America,4/9/2024
U06983,46,Male,Bachelor,Employed,Student,5792,3435,188095,No,Personal,0,0,0,0,0,356,3,Europe,1/16/2025
U06984,50,Male,Bachelor,Unemployed,Unemployed,2965,1590,63770,No,Personal,0,0,0,0,0,327,2,Asia,4/20/2023
U06985,29,Female,Bachelor,Employed,Unemployed,2403,1594,243685,Yes,Car,302554,240,6456,25,3,317,8,Africa,5/3/2022
U06986,54,Female,Bachelor,Employed,Driver,4724,3837,325916,No,Personal,0,0,0,0,0,829,6,Other,2/7/2025
U06987,48,Male,Bachelor,Self-employed,Engineer,3883,1558,187731,Yes,Home,404576,24,18359,8,5,801,4,Asia,6/25/2025
U06988,47,Female,High School,Self-employed,Salesperson,500,308,48563,No,Personal,0,0,0,0,0,452,8,Asia,5/17/2025
U06989,63,Male,Master,Self-employed,Driver,4347,2779,383788,No,Personal,0,0,0,0,0,657,7,Europe,12/21/2021
U06990,58,Male,Master,Employed,Accountant,4115,3537,406418,No,Personal,0,0,0,0,0,352,8,Africa,12/25/2023
U06991,56,Male,Bachelor,Employed,Salesperson,3618,1545,125395,No,Personal,0,0,0,0,0,351,3,Africa,3/26/2022
U06992,68,Male,Master,Unemployed,Teacher,2718,1142,66279,No,Personal,0,0,0,0,0,556,2,Asia,6/22/2025
U06993,35,Male,Master,Self-employed,Salesperson,5055,1987,174747,No,Personal,0,0,0,0,0,366,3,Asia,9/17/2024
U06994,29,Male,Bachelor,Self-employed,Engineer,2434,1035,69314,Yes,Business,311982,300,3791,14,2,844,2,North America,9/9/2024
U06995,38,Female,Master,Student,Salesperson,843,370,29150,No,Personal,0,0,0,0,0,655,3,Other,8/20/2023
U06996,51,Male,Master,Employed,Driver,5274,2304,246382,Yes,Business,57714,120,822,12,0,615,4,Other,8/11/2023
U06997,21,Male,High School,Employed,Student,2930,938,196007,No,Personal,0,0,0,0,0,634,6,Africa,4/18/2023
U06998,60,Female,Bachelor,Self-employed,Accountant,4463,2983,312188,Yes,Education,134320,12,12113,15,3,623,6,Africa,3/16/2022
